txn_id,timestamp,sender_id,receiver_id,amount,is_suspicious,decision,sender_risk
TXN000769728,2024-01-01 10:00:00.000000,ACC020939,ACC005976,128506.52,0,COOLING,0.0
TXN000780986,2024-01-01 10:00:00.000000,ACC021093,ACC017652,107820.93,0,COOLING,0.0
TXN000364143,2024-01-01 10:00:00.000000,ACC011171,ACC006632,133957.51,0,COOLING,0.0
TXN000588336,2024-01-01 10:00:00.000000,ACC016703,ACC025519,122131.72,0,COOLING,0.0
TXN000531916,2024-01-01 10:00:00.000000,ACC019115,ACC022407,129960.3,0,COOLING,0.0
TXN000893655,2024-01-01 10:00:00.000000,ACC008150,ACC012657,135564.95,0,COOLING,0.0
TXN000406111,2024-01-01 10:00:00.000000,ACC021028,ACC004318,142369.69,0,COOLING,0.0
TXN000991337,2024-01-01 10:00:42.000000,ACC001014,ACC001811,3418.01,0,BLOCK,1.0
TXN000992771,2024-01-01 10:00:48.000000,ACC000719,ACC014180,308.5,0,BLOCK,1.0
TXN000965228,2024-01-01 10:01:03.000000,ACC000875,ACC011906,2260.07,0,BLOCK,1.0
TXN000978661,2024-01-01 10:01:45.000000,ACC000075,ACC018153,661.69,0,BLOCK,1.0
TXN000996912,2024-01-01 10:02:20.000000,ACC017551,ACC000193,20511.79,0,BLOCK,0.0
TXN000961556,2024-01-01 10:05:22.000000,ACC000476,ACC017126,8264.91,0,BLOCK,1.0
TXN000987256,2024-01-01 10:08:00.000000,ACC000526,ACC017315,48.24,0,BLOCK,1.0
TXN000987973,2024-01-01 10:10:22.780101,ACC000162,ACC013032,39493.69,0,BLOCK,1.0
TXN000977465,2024-01-01 10:11:54.000000,ACC000089,ACC004079,6544.24,0,BLOCK,1.0
TXN000971407,2024-01-01 10:13:36.000000,ACC000205,ACC007509,1090.3,0,BLOCK,1.0
TXN000967470,2024-01-01 10:45:00.000000,ACC000177,ACC002390,349.16,0,BLOCK,1.0
TXN000986694,2024-01-01 10:49:35.991137,ACC000366,ACC005402,45176.66,1,BLOCK,1.0
TXN000960933,2024-01-01 10:49:47.900516,ACC000518,ACC000930,92885.52,1,BLOCK,1.0
TXN000987149,2024-01-01 10:55:18.000000,ACC000712,ACC025553,629.01,0,BLOCK,1.0
TXN000979269,2024-01-01 10:56:00.000000,ACC000128,ACC003390,13870.28,0,BLOCK,1.0
TXN000997273,2024-01-01 10:56:10.000000,ACC000807,ACC006311,302.7,0,BLOCK,1.0
TXN000965631,2024-01-01 10:59:17.000000,ACC001017,ACC011381,979.82,0,BLOCK,1.0
TXN000928288,2024-01-01 11:00:00.000000,ACC004321,ACC023381,142639.88,0,COOLING,0.0
TXN000394228,2024-01-01 11:00:00.000000,ACC003026,ACC013641,121318.99,0,COOLING,0.0
TXN000998281,2024-01-01 11:01:37.000000,ACC000930,ACC002768,211.91,0,BLOCK,1.0
TXN000976292,2024-01-01 11:01:57.575788,ACC000249,ACC014279,91914.26,1,BLOCK,1.0
TXN000993450,2024-01-01 11:06:12.000000,ACC000814,ACC010879,2360.28,0,BLOCK,1.0
TXN000993804,2024-01-01 11:08:25.000000,ACC000898,ACC024191,1059.98,0,BLOCK,1.0
TXN000967954,2024-01-01 11:11:27.000000,ACC000741,ACC025492,1394.06,0,BLOCK,1.0
TXN000967785,2024-01-01 11:19:46.000000,ACC000066,ACC007204,493.52,0,BLOCK,1.0
TXN000973146,2024-01-01 11:35:08.000000,ACC000967,ACC013336,500.03,0,BLOCK,1.0
TXN000959355,2024-01-01 11:37:42.000000,ACC000389,ACC004727,308.0,0,BLOCK,1.0
TXN000945123,2024-01-01 11:38:21.000000,ACC025228,ACC001431,100000.0,0,COOLING,0.0
TXN000987975,2024-01-01 11:44:54.933423,ACC000162,ACC013032,80405.69,0,BLOCK,1.0
TXN000973602,2024-01-01 11:44:58.000000,ACC000307,ACC026032,1282.3,0,BLOCK,1.0
TXN000965374,2024-01-01 11:45:16.000000,ACC000766,ACC002315,1282.39,0,BLOCK,1.0
TXN000975057,2024-01-01 11:55:12.000000,ACC001077,ACC005774,7139.43,0,BLOCK,1.0
TXN000705155,2024-01-01 12:00:00.000000,ACC016774,ACC018086,107589.67,0,COOLING,0.0
TXN000935648,2024-01-01 12:00:00.000000,ACC017372,ACC024988,121638.98,0,COOLING,0.0
TXN000040990,2024-01-01 12:00:00.000000,ACC021642,ACC017357,146668.64,0,COOLING,0.0
TXN000963686,2024-01-01 12:00:00.000000,ACC019491,ACC000002,47533.25,0,BLOCK,0.0
TXN000661370,2024-01-01 12:00:00.000000,ACC001525,ACC010659,107295.15,0,COOLING,0.0
TXN000484763,2024-01-01 12:00:00.000000,ACC008391,ACC008726,102103.47,0,COOLING,0.0
TXN000077423,2024-01-01 12:00:00.000000,ACC009153,ACC014953,138909.71,0,COOLING,0.0
TXN000800705,2024-01-01 12:00:00.000000,ACC022276,ACC004332,145702.52,0,COOLING,0.0
TXN000514540,2024-01-01 12:00:00.000000,ACC025902,ACC019269,112974.87,0,COOLING,0.0
TXN000274921,2024-01-01 12:00:00.000000,ACC016950,ACC025672,116235.53,0,COOLING,0.0
TXN000680742,2024-01-01 12:00:00.000000,ACC018747,ACC026529,129523.19,0,COOLING,0.0
TXN000117381,2024-01-01 12:00:00.000000,ACC007747,ACC015471,113302.12,0,COOLING,0.0
TXN000870399,2024-01-01 12:00:00.000000,ACC006685,ACC022692,110529.9,0,COOLING,0.0
TXN000989709,2024-01-01 12:05:20.000000,ACC000894,ACC003077,5883.34,0,BLOCK,1.0
TXN000987180,2024-01-01 12:09:23.000000,ACC000136,ACC019335,562.48,0,BLOCK,1.0
TXN000964254,2024-01-01 12:12:55.000000,ACC000310,ACC012806,3209.29,0,BLOCK,1.0
TXN000996135,2024-01-01 12:35:03.000000,ACC000549,ACC017845,1336.14,0,BLOCK,1.0
TXN000993642,2024-01-01 12:36:40.000000,ACC000480,ACC002838,1627.13,0,BLOCK,1.0
TXN000960532,2024-01-01 12:41:40.000000,ACC000239,ACC025083,433.61,0,BLOCK,1.0
TXN000974384,2024-01-01 12:47:28.000000,ACC000834,ACC021607,220.56,0,BLOCK,1.0
TXN000550707,2024-01-01 13:00:00.000000,ACC023566,ACC015065,107723.07,0,COOLING,0.0
TXN000072094,2024-01-01 13:00:00.000000,ACC017926,ACC019267,141579.66,0,COOLING,0.0
TXN000496885,2024-01-01 13:00:00.000000,ACC023267,ACC006148,149217.07,0,COOLING,0.0
TXN000744341,2024-01-01 13:00:00.000000,ACC016680,ACC020247,138104.74,0,COOLING,0.0
TXN000706391,2024-01-01 13:00:00.000000,ACC006936,ACC018201,108557.25,0,COOLING,0.0
TXN000103343,2024-01-01 13:00:00.000000,ACC021760,ACC016865,117514.16,0,COOLING,0.0
TXN000606404,2024-01-01 13:00:00.000000,ACC006768,ACC024556,148126.14,0,COOLING,0.0
TXN000488795,2024-01-01 13:00:00.000000,ACC023149,ACC014481,107764.13,0,COOLING,0.0
TXN001000870,2024-01-01 13:05:23.000000,ACC000144,ACC023061,640.43,0,BLOCK,1.0
TXN000967746,2024-01-01 13:12:45.000000,ACC000602,ACC015140,1769.23,0,BLOCK,1.0
TXN000968492,2024-01-01 13:24:57.000000,ACC000092,ACC012833,2381.17,0,BLOCK,1.0
TXN000961957,2024-01-01 13:28:22.000000,ACC022151,ACC001026,10759.46,0,BLOCK,0.0
TXN000968568,2024-01-01 13:28:29.000000,ACC000026,ACC006710,15339.75,0,BLOCK,1.0
TXN000970332,2024-01-01 13:29:31.000000,ACC000771,ACC023529,933.64,0,BLOCK,1.0
TXN000995043,2024-01-01 13:43:55.000000,ACC000598,ACC026405,3346.88,0,BLOCK,1.0
TXN000961513,2024-01-01 13:49:44.000000,ACC000107,ACC020177,406.77,0,BLOCK,1.0
TXN000992170,2024-01-01 13:55:01.000000,ACC000497,ACC025061,6951.34,0,BLOCK,1.0
TXN000964394,2024-01-01 13:56:08.000000,ACC000620,ACC015748,2497.84,0,BLOCK,1.0
TXN000980309,2024-01-01 13:58:30.000000,ACC000359,ACC016208,261.02,0,BLOCK,1.0
TXN000990736,2024-01-01 13:58:44.000000,ACC000126,ACC005329,445.8,0,BLOCK,1.0
TXN000108436,2024-01-01 14:00:00.000000,ACC007988,ACC022974,130517.38,0,COOLING,0.0
TXN000461338,2024-01-01 14:00:00.000000,ACC007006,ACC008831,125459.79,0,COOLING,0.0
TXN000101070,2024-01-01 14:00:00.000000,ACC015157,ACC011519,104953.22,0,COOLING,0.0
TXN000365830,2024-01-01 14:00:00.000000,ACC012766,ACC009995,127248.59,0,COOLING,0.0
TXN000058327,2024-01-01 14:00:00.000000,ACC003689,ACC011619,106499.19,0,COOLING,0.0
TXN000857638,2024-01-01 14:00:00.000000,ACC015307,ACC003252,144818.2,0,COOLING,0.0
TXN000812758,2024-01-01 14:00:00.000000,ACC012132,ACC001361,136720.4,0,COOLING,0.0
TXN000612441,2024-01-01 14:00:00.000000,ACC022857,ACC009849,123385.56,0,COOLING,0.0
TXN000680083,2024-01-01 14:00:00.000000,ACC017499,ACC021861,140308.95,0,COOLING,0.0
TXN000994574,2024-01-01 14:00:00.000000,ACC014389,ACC000785,132656.73,0,BLOCK,0.0
TXN000981496,2024-01-01 14:00:00.000000,ACC025568,ACC000906,34993.3,0,BLOCK,0.0
TXN000092777,2024-01-01 14:00:00.000000,ACC007414,ACC024881,103833.96,0,COOLING,0.0
TXN000203933,2024-01-01 14:00:00.000000,ACC004628,ACC003991,140070.38,0,COOLING,0.0
TXN000005145,2024-01-01 14:00:00.000000,ACC002294,ACC018719,108152.22,0,COOLING,0.0
TXN000191827,2024-01-01 14:00:00.000000,ACC010899,ACC023929,136969.23,0,COOLING,0.0
TXN000446823,2024-01-01 14:00:00.000000,ACC012843,ACC020820,129859.32,0,COOLING,0.0
TXN000894199,2024-01-01 14:00:00.000000,ACC026020,ACC018986,102673.69,0,COOLING,0.0
TXN000711822,2024-01-01 14:00:00.000000,ACC004006,ACC011119,138436.13,0,COOLING,0.0
TXN000989796,2024-01-01 14:05:20.000000,ACC000010,ACC013661,143.43,0,BLOCK,1.0
TXN000971204,2024-01-01 14:05:55.000000,ACC000065,ACC026128,199.62,0,BLOCK,1.0
TXN000964685,2024-01-01 14:08:08.000000,ACC000470,ACC004605,258.0,0,BLOCK,1.0
TXN000985960,2024-01-01 14:12:00.000000,ACC000614,ACC001261,214.38,0,BLOCK,1.0
TXN000961699,2024-01-01 14:19:02.000000,ACC000941,ACC017122,2223.67,0,BLOCK,1.0
TXN000968758,2024-01-01 14:19:43.000000,ACC000032,ACC021510,734.78,0,BLOCK,1.0
TXN000998335,2024-01-01 14:19:46.000000,ACC000073,ACC021751,583.7,0,BLOCK,1.0
TXN000999673,2024-01-01 14:20:39.000000,ACC000061,ACC016900,231.08,0,BLOCK,1.0
TXN000995235,2024-01-01 14:24:20.000000,ACC000826,ACC026325,268.75,0,BLOCK,1.0
TXN000985969,2024-01-01 14:29:06.000000,ACC000614,ACC007671,1719.02,0,BLOCK,1.0
TXN000963689,2024-01-01 14:29:12.398293,ACC000002,ACC019491,28612.35,0,BLOCK,1.0
TXN000988793,2024-01-01 14:30:46.000000,ACC000101,ACC014917,1182.64,0,BLOCK,1.0
TXN000989396,2024-01-01 14:31:11.000000,ACC000759,ACC008264,346.83,0,BLOCK,1.0
TXN000981438,2024-01-01 14:32:24.000000,ACC001010,ACC005621,497.05,0,BLOCK,1.0
TXN000988800,2024-01-01 14:33:06.000000,ACC000101,ACC012051,2449.16,0,BLOCK,1.0
TXN000436467,2024-01-01 15:00:00.000000,ACC026418,ACC006314,132638.41,0,COOLING,0.0
TXN000340234,2024-01-01 15:00:00.000000,ACC011808,ACC010292,115189.3,0,COOLING,0.0
TXN000648477,2024-01-01 15:00:00.000000,ACC006246,ACC002978,138541.88,0,COOLING,0.0
TXN000980919,2024-01-01 15:00:00.000000,ACC002368,ACC000649,20883.47,0,BLOCK,0.0
TXN000108192,2024-01-01 15:00:00.000000,ACC005919,ACC017555,134481.74,0,COOLING,0.0
TXN000758043,2024-01-01 15:00:00.000000,ACC025869,ACC010076,146815.31,0,COOLING,0.0
TXN000568547,2024-01-01 15:00:00.000000,ACC012487,ACC005695,139777.16,0,COOLING,0.0
TXN000495099,2024-01-01 15:00:00.000000,ACC010284,ACC021536,108867.04,0,COOLING,0.0
TXN000441462,2024-01-01 15:00:00.000000,ACC002222,ACC015635,119837.54,0,COOLING,0.0
TXN000960625,2024-01-01 15:00:00.000000,ACC001443,ACC000417,57352.76,0,BLOCK,0.0
TXN000492882,2024-01-01 15:00:00.000000,ACC001776,ACC025208,136253.84,0,COOLING,0.0
TXN000985227,2024-01-01 15:04:13.000000,ACC000133,ACC013326,421.66,0,BLOCK,1.0
TXN000966519,2024-01-01 15:09:55.000000,ACC000512,ACC014283,40.31,0,BLOCK,1.0
TXN000969203,2024-01-01 15:10:33.000000,ACC000851,ACC005460,410.2,0,BLOCK,1.0
TXN000704402,2024-01-01 15:12:38.000000,ACC026003,ACC015244,100000.0,0,COOLING,0.0
TXN000961020,2024-01-01 15:28:21.000000,ACC000033,ACC025339,419.61,0,BLOCK,1.0
TXN000997389,2024-01-01 15:29:02.000000,ACC000972,ACC026831,10658.63,0,BLOCK,1.0
TXN000995157,2024-01-01 15:31:09.000000,ACC000892,ACC014619,1067.2,0,BLOCK,1.0
TXN000999261,2024-01-01 15:33:39.000000,ACC000284,ACC003529,455.63,0,BLOCK,1.0
TXN000987974,2024-01-01 15:34:45.523763,ACC000162,ACC024856,35978.26,0,BLOCK,1.0
TXN000986624,2024-01-01 15:50:05.000000,ACC000289,ACC023684,1852.86,0,BLOCK,1.0
TXN000986307,2024-01-01 15:52:39.000000,ACC000165,ACC007359,26184.81,0,BLOCK,1.0
TXN000971883,2024-01-01 15:52:55.000000,ACC000330,ACC021854,13547.9,0,BLOCK,1.0
TXN000966355,2024-01-01 15:54:35.000000,ACC000530,ACC002174,451.85,0,BLOCK,1.0
TXN000093150,2024-01-01 16:00:00.000000,ACC015038,ACC001714,109749.92,0,COOLING,0.0
TXN000205991,2024-01-01 16:00:00.000000,ACC026398,ACC018301,116540.44,0,COOLING,0.0
TXN000826463,2024-01-01 16:00:00.000000,ACC015519,ACC020344,126357.28,0,COOLING,0.0
TXN000253177,2024-01-01 16:00:00.000000,ACC010444,ACC008241,115015.83,0,COOLING,0.0
TXN000403019,2024-01-01 16:00:00.000000,ACC007758,ACC015617,128305.17,0,COOLING,0.0
TXN000822630,2024-01-01 16:00:00.000000,ACC008011,ACC023342,118627.5,0,COOLING,0.0
TXN000103067,2024-01-01 16:00:00.000000,ACC012051,ACC002415,136641.34,0,COOLING,0.0
TXN000109266,2024-01-01 16:00:00.000000,ACC012114,ACC022028,106408.66,0,COOLING,0.0
TXN000028241,2024-01-01 16:00:00.000000,ACC019607,ACC017488,103309.05,0,COOLING,0.0
TXN000437353,2024-01-01 16:00:00.000000,ACC004675,ACC002968,138129.91,0,COOLING,0.0
TXN000193245,2024-01-01 16:00:00.000000,ACC006932,ACC017254,108016.06,0,COOLING,0.0
TXN000380535,2024-01-01 16:00:00.000000,ACC005802,ACC008172,138272.0,0,COOLING,0.0
TXN000999444,2024-01-01 16:04:01.000000,ACC000164,ACC002474,215.72,0,BLOCK,1.0
TXN000962186,2024-01-01 16:08:37.000000,ACC000213,ACC004241,243.36,0,BLOCK,1.0
TXN001000689,2024-01-01 16:22:28.000000,ACC000461,ACC013215,555.22,0,BLOCK,1.0
TXN000970736,2024-01-01 16:25:05.000000,ACC000007,ACC012484,571.34,0,BLOCK,1.0
TXN000981861,2024-01-01 16:34:34.000000,ACC000949,ACC020387,343.88,0,BLOCK,1.0
TXN000988140,2024-01-01 16:47:01.651266,ACC000519,ACC018792,16269.17,1,BLOCK,1.0
TXN000714251,2024-01-01 17:00:00.000000,ACC012129,ACC010489,149995.9,0,COOLING,0.0
TXN000414660,2024-01-01 17:00:00.000000,ACC020157,ACC007004,144462.72,0,COOLING,0.0
TXN000896080,2024-01-01 17:00:00.000000,ACC011524,ACC020232,120615.48,0,COOLING,0.0
TXN000551462,2024-01-01 17:00:00.000000,ACC020784,ACC018165,115462.54,0,COOLING,0.0
TXN000935461,2024-01-01 17:00:00.000000,ACC003563,ACC020694,130370.06,0,COOLING,0.0
TXN000791532,2024-01-01 17:00:00.000000,ACC008882,ACC008383,114260.02,0,COOLING,0.0
TXN000959824,2024-01-01 17:00:00.000000,ACC004299,ACC000911,79907.4,0,BLOCK,0.0
TXN000999985,2024-01-01 17:04:27.000000,ACC000402,ACC019261,159.12,0,BLOCK,1.0
TXN000989570,2024-01-01 17:15:28.000000,ACC000048,ACC016449,187.95,0,BLOCK,1.0
TXN000987824,2024-01-01 17:15:38.000000,ACC000747,ACC010556,225.22,0,BLOCK,1.0
TXN000981499,2024-01-01 17:29:20.834727,ACC000906,ACC012899,14088.52,0,BLOCK,1.0
TXN000995208,2024-01-01 17:35:15.000000,ACC000754,ACC015652,502.06,0,BLOCK,1.0
TXN000998630,2024-01-01 17:41:45.000000,ACC000247,ACC025807,114.84,0,BLOCK,1.0
TXN000995645,2024-01-01 17:53:28.000000,ACC000812,ACC001745,392.55,0,BLOCK,1.0
TXN000961247,2024-01-01 17:57:58.000000,ACC000929,ACC017990,126.87,0,BLOCK,1.0
TXN000307660,2024-01-01 18:00:00.000000,ACC024450,ACC023184,146006.01,0,COOLING,0.0
TXN000357416,2024-01-01 18:00:00.000000,ACC008354,ACC018361,125289.49,0,COOLING,0.0
TXN000156180,2024-01-01 18:00:00.000000,ACC009624,ACC005768,141298.79,0,COOLING,0.0
TXN000175206,2024-01-01 18:00:00.000000,ACC023419,ACC003231,116400.8,0,COOLING,0.0
TXN000573943,2024-01-01 18:00:00.000000,ACC019005,ACC018445,112046.15,0,COOLING,0.0
TXN000283037,2024-01-01 18:00:00.000000,ACC004081,ACC007259,102538.7,0,COOLING,0.0
TXN000380540,2024-01-01 18:00:00.000000,ACC012429,ACC008172,110852.78,0,COOLING,0.0
TXN000052695,2024-01-01 18:00:00.000000,ACC014693,ACC018623,115276.31,0,COOLING,0.0
TXN000845940,2024-01-01 18:00:00.000000,ACC002408,ACC002964,119635.0,0,COOLING,0.0
TXN000984524,2024-01-01 18:07:21.000000,ACC000546,ACC006217,1550.35,0,BLOCK,1.0
TXN000959827,2024-01-01 18:14:52.378798,ACC000911,ACC019241,27491.02,0,BLOCK,1.0
TXN000974400,2024-01-01 18:39:03.890810,ACC000834,ACC022663,84492.54,1,BLOCK,1.0
TXN000960262,2024-01-01 18:45:42.000000,ACC000238,ACC019232,101.0,0,BLOCK,1.0
TXN000986696,2024-01-01 18:49:42.781934,ACC000366,ACC020407,44878.0,1,BLOCK,1.0
TXN000981648,2024-01-01 18:50:35.865762,ACC000486,ACC013587,44868.03,1,BLOCK,1.0
TXN000960628,2024-01-01 18:57:45.920667,ACC000417,ACC010016,20040.89,0,BLOCK,1.0
TXN000991356,2024-01-01 18:59:00.000000,ACC001014,ACC020156,704.2,0,BLOCK,1.0
TXN000963687,2024-01-01 18:59:56.798842,ACC000002,ACC003523,13647.46,0,BLOCK,1.0
TXN000960795,2024-01-01 19:03:28.000000,ACC000130,ACC005144,228.32,0,BLOCK,1.0
TXN000996995,2024-01-01 19:09:43.812820,ACC000182,ACC002350,42350.35,0,BLOCK,1.0
TXN000961906,2024-01-01 19:29:36.000000,ACC000405,ACC007623,395.51,0,BLOCK,1.0
TXN000978365,2024-01-01 19:54:53.000000,ACC002532,ACC000609,90937.84,0,BLOCK,0.0
TXN000967351,2024-01-01 20:09:13.000000,ACC000968,ACC018029,665.19,0,BLOCK,1.0
TXN001000308,2024-01-01 20:14:36.916111,ACC000944,ACC005028,91172.53,1,BLOCK,1.0
